,index,filename,path,utt_num,who,role,postcodes,gems,utterance,startTime,endTime,emotion_words,context,decimal_age,age_group,label
93,151,040214,childes/Eng-NA/Braunwald/040214,104,CHI,Target_Child,PI,,good how I say gemon gee,161.637,164.156,['good'],"['MOT:let her say it', 'CHI:Goo is my gar_ger', 'MOT:I see', 'MOT:okay', 'CHI:gay', 'CHI:good how I say gemon gee']",4.17,4-5,Unclear
94,152,040217,childes/Eng-NA/Braunwald/040217,284,CHI,Target_Child,,,I got a real good one,480.994,482.584,['good'],"['CHI:that that that that that', 'CHI:I it it it', 'SIS:playing playing playing', 'CHI:can can', 'MOT:playing', 'CHI:I got a real good one']",4.17,4-5,Quality
95,153,040311b,childes/Eng-NA/Braunwald/040311b,159,CHI,Target_Child,,,this part doesn't taste good,261.078,263.354,['good'],"['MOT:maybe Mwww was tired of cleaning up', 'FAT:how old is Awww', 'CHI:two', 'MOT:two', 'SIS:I want some more artichokes', ""CHI:this part doesn't taste good""]",4.25,4-5,Taste.
96,154,040311b,childes/Eng-NA/Braunwald/040311b,223,CHI,Target_Child,,,taste taste good,370.769,371.5,['good'],"['SIS:or not okay', 'FAT:sure', ""CHI:I don't want this heart"", 'MOT:okay', 'MOT:good good', 'CHI:taste taste good']",4.25,4-5,Taste.
97,155,040311b,childes/Eng-NA/Braunwald/040311b,225,CHI,Target_Child,SR,,doesn't taste good,372.777,374.101,['good'],"[""CHI:I don't want this heart"", 'MOT:okay', 'MOT:good good', 'CHI:taste taste good', 'SIS:mm', ""CHI:doesn't taste good""]",4.25,4-5,Taste
98,156,040311b,childes/Eng-NA/Braunwald/040311b,264,CHI,Target_Child,,,her school is good,509.423,511.176,['good'],"['SIS:I know', ""SIS:I don't know how to slice good"", ""MOT:you don't"", 'SIS:uhuh', 'CHI:ah', 'CHI:her school is good']",4.25,4-5,Quality
99,158,040311c,childes/Eng-NA/Braunwald/040311c,1049,CHI,Target_Child,PI,,I think will good good good good or,1995.166,1999.206,['good'],"['SIS:that will make it less bubbly', 'SIS:oh brother', 'CHI:well', ""SIS:that's what they do"", 'CHI:well', 'CHI:I think will good good good good or']",4.25,4-5,Evaluation
100,162,041000,childes/Eng-NA/Braunwald/041000,811,CHI,Target_Child,,,I will get my baby something good,2013.417,2015.101,['good'],"[""GRA:I haven't any in my house"", 'GRA:but most houses have them', ""CHI:we're lucky with the babies"", 'CHI:these belong to real babies', 'CHI:oh', 'CHI:I will get my baby something good']",4.83,4-5,Desire
101,163,041000,childes/Eng-NA/Braunwald/041000,1369,CHI,Target_Child,,,good,3784.327,3784.966,['good'],"['CHI:I wanna go out', 'CHI:you should go back', 'CHI:why is this too', 'CHI:Mother', ""CHI:I'll drive you back home now"", 'CHI:good']",4.83,4-5,Approval
102,164,041000,childes/Eng-NA/Braunwald/041000,1460,CHI,Target_Child,PI,,this is a good,4091.941,4093.207,['good'],"['CHI:woofwoof', 'CHI:woofwoof', 'CHI:woofwoof', 'CHI:woofwoof', 'CHI:woof', 'CHI:this is a good']",4.83,4-5,Quality
103,165,060417,childes/Eng-NA/Braunwald/060417,793,CHI,Target_Child,,,because that's good,1334.263,1335.981,['good'],"['CHI:ham and cheese', 'CHI:try the ham and cheese and', ""MOT:right now I'm trying to slide this"", ""CHI:know know know what I'm having don't you"", 'ADU:yes yes', ""CHI:because that's good""]",6.33,6-7,Opinion
104,167,060417,childes/Eng-NA/Braunwald/060417,869,CHI,Target_Child,PI,,see if a good guess or a bad guess,1462.951,1464.565,['good'],"['CHI:you come here', 'CHI:and point to the gooey ball one with your eyes closed without looking', 'MOT:point to the gooey one with my eyes closed without looking', 'MOT:what kind of a test is this Laura', 'CHI:to see how you guess', 'CHI:see if a good guess or a bad guess']",6.33,6-7,Judgment
105,168,010408,childes/Eng-NA/Braunwald/0diary/010408,22,CHI,Target_Child,,,yum good,,,['good'],"['CHI:hi Joanna', 'CHI:baby pee_pee', 'CHI:bubble', 'CHI:byebye bubble', 'CHI:my ball', 'CHI:yum good']",1.33,1-2,Taste
106,169,010408,childes/Eng-NA/Braunwald/0diary/010408,23,CHI,Target_Child,,,yum good,,,['good'],"['CHI:baby pee_pee', 'CHI:bubble', 'CHI:byebye bubble', 'CHI:my ball', 'CHI:yum good', 'CHI:yum good']",1.33,1-2,Taste.
107,170,010409,childes/Eng-NA/Braunwald/0diary/010409,0,CHI,Target_Child,,,yum good,,,['good'],"['MOT:baby what', 'CHI:cry', 'CHI:bubble my bubble', 'CHI:my tee', 'CHI:baby baby juice', 'CHI:yum good']",1.33,1-2,Taste
108,171,010409,childes/Eng-NA/Braunwald/0diary/010409,1,CHI,Target_Child,,,yum good,,,['good'],"['CHI:cry', 'CHI:bubble my bubble', 'CHI:my tee', 'CHI:baby baby juice', 'CHI:yum good', 'CHI:yum good']",1.33,1-2,Taste
109,172,010409,childes/Eng-NA/Braunwald/0diary/010409,2,CHI,Target_Child,,,yum good,,,['good'],"['CHI:bubble my bubble', 'CHI:my tee', 'CHI:baby baby juice', 'CHI:yum good', 'CHI:yum good', 'CHI:yum good']",1.33,1-2,Emotion
110,173,010410,childes/Eng-NA/Braunwald/0diary/010410,15,CHI,Target_Child,,,yum yum good,,,['good'],"['CHI:bowwow cry', 'MOT:no bowwow bark', 'CHI:bark bark bark', 'CHI:bowwow bark', 'CHI:hi bark hi bark', 'CHI:yum yum good']",1.33,1-2,Taste
111,174,010411,childes/Eng-NA/Braunwald/0diary/010411,7,CHI,Target_Child,,,yum good,,,['good'],"['CHI:Dada Dada', 'CHI:Nana Nana', ""MOT:where's Nana"", 'CHI:byebye', 'CHI:yum yum yum', 'CHI:yum good']",1.33,1-2,Taste
112,175,010413,childes/Eng-NA/Braunwald/0diary/010413,19,CHI,Target_Child,,,good yum yum good,,,['good'],"['CHI:Lola', 'MOT:Lola what', 'CHI:Lola cry', ""MOT:no Lola doesn't cry"", 'CHI:hi cry', 'CHI:good yum yum good']",1.33,1-2,Food
113,176,010415,childes/Eng-NA/Braunwald/0diary/010415,2,CHI,Target_Child,,,milk yum good,,,['good'],"[""MOT:where's Laura"", 'CHI:no', 'CHI:Lola Joanna', 'CHI:bike', 'CHI:Petra', 'CHI:milk yum good']",1.33,1-2,Taste
114,177,010416,childes/Eng-NA/Braunwald/0diary/010416,17,CHI,Target_Child,,,cookie yum good good good,,,['good'],"['CHI:house house', 'CHI:house', 'CHI:thank_you', 'CHI:house', 'CHI:hair', 'CHI:cookie yum good good good']",1.33,1-2,Taste
115,178,010419,childes/Eng-NA/Braunwald/0diary/010419,3,CHI,Target_Child,,,yum good,,,['good'],"[""SIS:come on Laura let's go"", 'CHI:go', 'CHI:shoe shoe', 'CHI:ow Joanna', 'CHI:towel', 'CHI:yum good']",1.33,1-2,Taste
116,179,010506,childes/Eng-NA/Braunwald/0diary/010506,20,CHI,Target_Child,,,yum good,,,['good'],"['CHI:Mommy me cry', 'CHI:here Mommy Daddy Daddy', ""MOT:yes that's Daddy's book"", 'CHI:Daddy book', 'CHI:bite bite', 'CHI:yum good']",1.42,1-2,Taste
117,180,010511,childes/Eng-NA/Braunwald/0diary/010511,58,CHI,Target_Child,,,yum good,,,['good'],"['CHI:more more', 'CHI:Nana Nana byebye', ""MOT:yes Nana's byebye"", 'CHI:car car', 'CHI:more more more', 'CHI:yum good']",1.42,1-2,Taste
118,181,010513,childes/Eng-NA/Braunwald/0diary/010513,42,CHI,Target_Child,,,yum good,,,['good'],"['CHI:baby hot', 'CHI:byebye purse no-no', 'CHI:byebye tee', 'CHI:cakie', ""MOT:what's a cakie"", 'CHI:yum good']",1.42,1-2,Taste.
119,182,010514,childes/Eng-NA/Braunwald/0diary/010514,3,CHI,Target_Child,,,yum good hot hot,,,['good'],"[""MOT:what's a cakie"", 'CHI:yum good', 'CHI:Dada byebye car', 'CHI:byebye car', 'CHI:bite bite', 'CHI:yum good hot hot']",1.42,1-2,Taste
120,183,010516,childes/Eng-NA/Braunwald/0diary/010516,20,CHI,Target_Child,,,good,,,['good'],"['CHI:sock no-no Joanna', ""MOT:hey Laura who lives at Erica's"", 'CHI:baby Susie', 'CHI:drawer', 'CHI:kitty kitty food food', 'CHI:good']",1.42,1-2,Emotion
121,184,010528,childes/Eng-NA/Braunwald/0diary/010528,81,CHI,Target_Child,,,good grape,,,['good'],"['CHI:tear tear', ""MOT:no don't tear your book"", 'CHI:grape', 'CHI:bite', 'CHI:bite grape', 'CHI:good grape']",1.42,1-2,Evaluation
122,185,010530,childes/Eng-NA/Braunwald/0diary/010530,15,CHI,Target_Child,,,yum good cookie,,,['good'],"['CHI:no bath', 'CHI:pull pull pull', 'CHI:pull pull pull', 'CHI:pull pull pull', 'CHI:Dad pull', 'CHI:yum good cookie']",1.42,1-2,Taste
123,186,010601,childes/Eng-NA/Braunwald/0diary/010601,77,CHI,Target_Child,,,yum good cakie,,,['good'],"[""MOT:let's see you turn"", 'CHI:turn', 'CHI:do do', 'MOT:do what', 'CHI:do water', 'CHI:yum good cakie']",1.5,1-2,Taste
124,187,010602,childes/Eng-NA/Braunwald/0diary/010602,11,CHI,Target_Child,,,yum good,,,['good'],"['CHI:see Mommy see', 'CHI:Joanna cat', 'CHI:gate', 'MOT:yes gate', 'CHI:cake', 'CHI:yum good']",1.5,1-2,Taste
125,192,010612,childes/Eng-NA/Braunwald/0diary/010612,63,CHI,Target_Child,,,hotdog hotdog good,,,['good'],"['CHI:paper see', 'CHI:hot juice hot juice drink', 'CHI:Sue Sue ice_cream', 'CHI:Sue cake', 'CHI:me cookie', 'CHI:hotdog hotdog good']",1.5,1-2,Taste
126,193,010614,childes/Eng-NA/Braunwald/0diary/010614,35,CHI,Target_Child,,,good ice_cream,,,['good'],"['MOT:Mark_Lastname is going to be a dentist', 'CHI:Uncle_Bruce', 'CHI:caca pant', 'CHI:put Laura', 'CHI:honk honk', 'CHI:good ice_cream']",1.5,1-2,Food
127,194,010614,childes/Eng-NA/Braunwald/0diary/010614,36,CHI,Target_Child,,,good ice_cream,,,['good'],"['CHI:Uncle_Bruce', 'CHI:caca pant', 'CHI:put Laura', 'CHI:honk honk', 'CHI:good ice_cream', 'CHI:good ice_cream']",1.5,1-2,Emotion
128,195,010617,childes/Eng-NA/Braunwald/0diary/010617,0,CHI,Target_Child,,,good cheese good,,,['good'],"['CHI:hi bird', 'CHI:see bird', 'CHI:tear tear', 'MOT:tear what', 'CHI:pamper', 'CHI:good cheese good']",1.5,1-2,Emotion
129,196,010621,childes/Eng-NA/Braunwald/0diary/010621,18,CHI,Target_Child,,,good cheese,,,['good'],"['CHI:Laura do', ""FAT:who's hungry"", 'CHI:me', 'CHI:Laura chair', 'CHI:my chair', 'CHI:good cheese']",1.5,1-2,Quality
130,200,010703,childes/Eng-NA/Braunwald/0diary/010703,21,CHI,Target_Child,,,good Sue ice_cream,,,['good'],"['CHI:Adam bite me', 'CHI:door pretty door', 'CHI:caca me', 'CHI:caca me', 'CHI:see see see Sue ice_cream', 'CHI:good Sue ice_cream']",1.58,1-2,Emotion
131,201,010705,childes/Eng-NA/Braunwald/0diary/010705,3,CHI,Target_Child,,,good toast,,,['good'],"[""MOT:yes let's tell Daddy"", 'CHI:Daddy Daddy kitty Daddy', 'CHI:Laura food', 'CHI:bite', ""MOT:it's a good toast isn't it"", 'CHI:good toast']",1.58,1-2,Emotion
132,207,010722,childes/Eng-NA/Braunwald/0diary/010722,24,CHI,Target_Child,,,good dinner,,,['good'],"['CHI:Joanna jacket too', ""MOT:no that's not a jacket"", ""MOT:that's a robe"", 'CHI:robe back', 'CHI:Laura bottle here', 'CHI:good dinner']",1.58,1-2,Desire
133,208,010727,childes/Eng-NA/Braunwald/0diary/010727,5,CHI,Target_Child,,,good lollipop,,,['good'],"['SIS:hey do you wanna play in boxes', 'CHI:cubbyhole', 'CHI:cubbyhole', 'CHI:lookit lollipop', 'MOT:oh you made a lollipop', 'CHI:good lollipop']",1.58,1-2,Evaluation
134,209,010919,childes/Eng-NA/Braunwald/0diary/010919,22,CHI,Target_Child,,,good time good time,,,['good'],"['CHI:lookit happened', 'CHI:he barking', ""MOT:Joanna comes in to help you when you're crying"", 'CHI:see my crying', 'CHI:see Laura crying', 'CHI:good time good time']",1.75,1-2,Happiness
135,210,010928,childes/Eng-NA/Braunwald/0diary/010928,21,CHI,Target_Child,,,good trip,,,['good'],"['MOT:Laura would you not take bites out_of things', 'CHI:smell', 'CHI:what Joanna do', 'CHI:fall down my car', 'CHI:get back up', 'CHI:good trip']",1.75,1-2,Happiness
136,211,010928,childes/Eng-NA/Braunwald/0diary/010928,22,CHI,Target_Child,,,good trip,,,['good'],"['CHI:smell', 'CHI:what Joanna do', 'CHI:fall down my car', 'CHI:get back up', 'CHI:good trip', 'CHI:good trip']",1.75,1-2,Desirability
137,212,010928,childes/Eng-NA/Braunwald/0diary/010928,23,CHI,Target_Child,,,say good trip,,,['good'],"['CHI:what Joanna do', 'CHI:fall down my car', 'CHI:get back up', 'CHI:good trip', 'CHI:good trip', 'CHI:say good trip']",1.75,1-2,Appreciation
138,213,010928,childes/Eng-NA/Braunwald/0diary/010928,24,CHI,Target_Child,,,okay good trip,,,['good'],"['CHI:fall down my car', 'CHI:get back up', 'CHI:good trip', 'CHI:good trip', 'CHI:say good trip', 'CHI:okay good trip']",1.75,1-2,Interaction
139,222,011012,childes/Eng-NA/Braunwald/0diary/011012,11,CHI,Target_Child,,,good job sweeping,,,['good'],"[""MOT:okay Laura if you don't wanna get dressed I'm gonna go downstairs"", 'CHI:my stay upstairs', ""CHI:that Laura's"", ""CHI:this is Laura's"", ""MOT:yes that's Laura's"", 'CHI:good job sweeping']",1.83,1-2,Accomplishment
140,223,011018,childes/Eng-NA/Braunwald/0diary/011018,6,CHI,Target_Child,,,good boy,,,['good'],"['CHI:hungry', 'CHI:he hungry', 'CHI:go bathroom Peanuts', 'CHI:go bathroom Peanuts', 'CHI:go bathroom Peanuts', 'CHI:good boy']",1.83,1-2,Behavior
141,225,011021,childes/Eng-NA/Braunwald/0diary/011021,9,CHI,Target_Child,,,good see you,,,['good'],"[""MOT:I don't understand you"", 'CHI:could I blow my nose', 'CHI:Sue are you upstairs', 'MOT:yes I am', 'CHI:are you coming down', 'CHI:good see you']",1.83,1-2,Emotion
142,227,011101,childes/Eng-NA/Braunwald/0diary/011101,10,CHI,Target_Child,,,good job Joanna,,,['good'],"['CHI:somebody hafta quiet', 'CHI:leave it be Joanna', 'CHI:leave it', ""SIS:I don't hafta do I"", 'MOT:yes you do', 'CHI:good job Joanna']",1.92,1-2,Approval
143,231,011116,childes/Eng-NA/Braunwald/0diary/011116,40,CHI,Target_Child,,,this is good,,,['good'],"['CHI:I get my blanketie', 'CHI:dark', 'CHI:my turn light on', 'CHI:Laura turn it on', 'CHI:I want my own', 'CHI:this is good']",1.92,1-2,Opinion
144,232,011118,childes/Eng-NA/Braunwald/0diary/011118,55,CHI,Target_Child,,,yum meat good,,,['good'],"['CHI:my get it', 'CHI:could I try it', 'CHI:I like carrots', 'CHI:I like meat', 'MOT:you like meat', 'CHI:yum meat good']",1.92,1-2,Taste
145,233,011118,childes/Eng-NA/Braunwald/0diary/011118,82,CHI,Target_Child,,,you have good time,,,['good'],"['CHI:where Jackie go', 'MOT:to a meeting Laura', 'CHI:drive Jack drive', 'CHI:drive Jack drive', 'CHI:ride Shalby hard', 'CHI:you have good time']",1.92,1-2,Emotion
146,234,011118,childes/Eng-NA/Braunwald/0diary/011118,83,CHI,Target_Child,,,Laura have good time,,,['good'],"['MOT:to a meeting Laura', 'CHI:drive Jack drive', 'CHI:drive Jack drive', 'CHI:ride Shalby hard', 'CHI:you have good time', 'CHI:Laura have good time']",1.92,1-2,Emotion
147,236,011121,childes/Eng-NA/Braunwald/0diary/011121,9,CHI,Target_Child,,,Erica have good time,,,['good'],"[""CHI:let's do that again Joanna"", ""CHI:let's do that again Joanna"", 'MOT:where are you Laura and Joanna', 'CHI:there we are', ""CHI:I'm worried"", 'CHI:Erica have good time']",1.92,1-2,Emotion
148,237,011121,childes/Eng-NA/Braunwald/0diary/011121,10,CHI,Target_Child,,,have good time my house,,,['good'],"[""CHI:let's do that again Joanna"", 'MOT:where are you Laura and Joanna', 'CHI:there we are', ""CHI:I'm worried"", 'CHI:Erica have good time', 'CHI:have good time my house']",1.92,1-2,Wishful
149,238,011121,childes/Eng-NA/Braunwald/0diary/011121,11,CHI,Target_Child,,,you have good time my house,,,['good'],"['MOT:where are you Laura and Joanna', 'CHI:there we are', ""CHI:I'm worried"", 'CHI:Erica have good time', 'CHI:have good time my house', 'CHI:you have good time my house']",1.92,1-2,Wish
150,239,011123,childes/Eng-NA/Braunwald/0diary/011123,3,CHI,Target_Child,,,I don't feel good,,,['good'],"['CHI:put record away', ""CHI:I didn't like it"", ""CHI:I don't like cereal"", ""MOT:no you don't have cereal"", 'CHI:just Joanna', ""CHI:I don't feel good""]",1.92,1-2,Emotion
151,240,011123,childes/Eng-NA/Braunwald/0diary/011123,4,CHI,Target_Child,,,Deedee don't feel good,,,['good'],"[""CHI:I didn't like it"", ""CHI:I don't like cereal"", ""MOT:no you don't have cereal"", 'CHI:just Joanna', ""CHI:I don't feel good"", ""CHI:Deedee don't feel good""]",1.92,1-2,Health
152,241,011123,childes/Eng-NA/Braunwald/0diary/011123,9,CHI,Target_Child,,,I don't feel good table,,,['good'],"[""CHI:Deedee don't feel good"", 'CHI:this is blue', ""MOT:no it's purple"", 'CHI:blue', ""MOT:no that's purple"", ""CHI:I don't feel good table""]",1.92,1-2,Emotion
153,242,011124,childes/Eng-NA/Braunwald/0diary/011124,24,CHI,Target_Child,,,have a good weekend,,,['good'],"[""MOT:no goats don't wear shoes"", 'CHI:just slippers', ""MOT:no they don't wear slippers either"", 'MOT:they go bare footed', 'CHI:could I take it home', 'CHI:have a good weekend']",1.92,1-2,Desire
154,246,020008,childes/Eng-NA/Braunwald/0diary/020008,51,CHI,Target_Child,,,good manners,,,['good'],"['CHI:bumped curly hairs', ""CHI:there's old tricycle"", 'CHI:old', ""CHI:can't ride it"", ""CHI:I don't want ticket"", 'CHI:good manners']",2.0,2-3,Manners
155,247,020013,childes/Eng-NA/Braunwald/0diary/020013,7,CHI,Target_Child,,,good job baby,,,['good'],"[""MOT:I know I can't"", ""MOT:I'm too big"", 'SIS:but Joanna can ride', ""CHI:I don't share it"", ""CHI:don't pour milk"", 'CHI:good job baby']",2.0,2-3,Praise.
156,248,020020,childes/Eng-NA/Braunwald/0diary/020020,15,CHI,Target_Child,,,I good climber,,,['good'],"['CHI:Lorney boy too', 'CHI:Susie boy too', ""MOT:no Susie's not a boy she's a girl"", 'CHI:watch me whistle', 'CHI:I have a fever', 'CHI:I good climber']",2.0,2-3,Skill
157,250,020026,childes/Eng-NA/Braunwald/0diary/020026,30,CHI,Target_Child,,,pretty good,,,['good'],"[""CHI:that's dangerous"", ""CHI:I can't snap me out"", 'CHI:my have trouble', 'CHI:hotdogs', 'CHI:buy hotdogs', 'CHI:pretty good']",2.0,2-3,Positive
158,252,020102,childes/Eng-NA/Braunwald/0diary/020102,6,CHI,Target_Child,,,Joanna have good breakfast,,,['good'],"['CHI:turn water out', 'CHI:open you notebook Mom open it', 'MOT:oh you want me to open my notebook', 'MOT:why', 'CHI:write it down', 'CHI:Joanna have good breakfast']",2.08,2-3,Food
159,253,020105,childes/Eng-NA/Braunwald/0diary/020105,30,CHI,Target_Child,,,that good idea,,,['good'],"['CHI:I very big girl', 'MOT:okay have fun', 'CHI:not going yet', 'CHI:he soft', 'FAT:put that in your book', 'CHI:that good idea']",2.08,2-3,Quality
160,254,020105,childes/Eng-NA/Braunwald/0diary/020105,31,CHI,Target_Child,,,that's good,,,['good'],"['MOT:okay have fun', 'CHI:not going yet', 'CHI:he soft', 'FAT:put that in your book', 'CHI:that good idea', ""CHI:that's good""]",2.08,2-3,Approval
161,263,020122,childes/Eng-NA/Braunwald/0diary/020122,38,CHI,Target_Child,,,tastes very good,,,['good'],"[""CHI:I'm thirsty"", 'CHI:twenty dollars', 'CHI:here man', 'CHI:I buy you bubblegum', 'CHI:for you', 'CHI:tastes very good']",2.08,2-3,Taste
162,269,020127,childes/Eng-NA/Braunwald/0diary/020127,20,CHI,Target_Child,,,good idea,,,['good'],"['CHI:tricycle broken', 'CHI:because because because', 'CHI:because so much do', 'CHI:because so much do Mommy', ""MOT:that's right"", 'CHI:good idea']",2.08,2-3,Approval
163,270,020127,childes/Eng-NA/Braunwald/0diary/020127,21,CHI,Target_Child,,,a good idea,,,['good'],"['CHI:because because because', 'CHI:because so much do', 'CHI:because so much do Mommy', ""MOT:that's right"", 'CHI:good idea', 'CHI:a good idea']",2.08,2-3,Approval
164,276,020209,childes/Eng-NA/Braunwald/0diary/020209,17,CHI,Target_Child,,,no good,,,['good'],"['CHI:yeah', 'CHI:taste sour', ""CHI:it's taste sour"", ""MOT:I'm sure it did"", 'SIS:we spit it out', 'CHI:no good']",2.17,2-3,Quality
165,277,020210,childes/Eng-NA/Braunwald/0diary/020210,1,CHI,Target_Child,,,that's good,,,['good'],"[""CHI:what's we having breakfast"", 'MOT:oh waffle or cereal', ""MOT:we're out_of eggs"", 'CHI:I want rai get eggs tomorrow', 'CHI:oh_my', ""CHI:that's good""]",2.17,2-3,Emotion
166,278,020214,childes/Eng-NA/Braunwald/0diary/020214,0,CHI,Target_Child,,,those are good,,,['good'],"[""CHI:Deedee don't have crib"", 'CHI:only I have crib', ""MOT:I'm really tired"", ""MOT:let's go to sleep"", ""CHI:I know you're tired"", 'CHI:those are good']",2.17,2-3,Emotion
167,285,020224,childes/Eng-NA/Braunwald/0diary/020224,7,CHI,Target_Child,,,hi you good daddy Dad,,,['good'],"[""MOT:that's steam"", 'MOT:how_come your shoes are wet', 'CHI:because that from sprinklers', 'CHI:Mommy my things falling off', ""CHI:I'm getting angry about that"", 'CHI:hi you good daddy Dad']",2.17,2-3,Family
168,288,020407,childes/Eng-NA/Braunwald/0diary/020407,48,CHI,Target_Child,,,I good swimmer aren't I,,,['good'],"['MOT:about what', 'CHI:Mexico', 'MOT:ask a silly question get a silly answer', 'CHI:could we go to Mexico', 'MOT:yes someday we might', ""CHI:I good swimmer aren't I""]",2.33,2-3,Ability
169,299,020507,childes/Eng-NA/Braunwald/0diary/020507,5,CHI,Target_Child,,,eight juice good,,,['good'],"[""CHI:all she's baby dead"", 'CHI:oh_god', 'CHI:what that called', 'MOT:v eight juice', 'MOT:you can have some if you want', 'CHI:eight juice good']",2.42,2-3,Taste
170,300,020507,childes/Eng-NA/Braunwald/0diary/020507,6,CHI,Target_Child,,,so good,,,['good'],"['CHI:oh_god', 'CHI:what that called', 'MOT:v eight juice', 'MOT:you can have some if you want', 'CHI:eight juice good', 'CHI:so good']",2.42,2-3,Taste
171,301,020507,childes/Eng-NA/Braunwald/0diary/020507,7,CHI,Target_Child,,,it's so good,,,['good'],"['CHI:what that called', 'MOT:v eight juice', 'MOT:you can have some if you want', 'CHI:eight juice good', 'CHI:so good', ""CHI:it's so good""]",2.42,2-3,Emotion
172,308,020525,childes/Eng-NA/Braunwald/0diary/020525,20,CHI,Target_Child,,,is that good so it won't spill Mom,,,['good'],"[""MOT:you will or you won't"", 'CHI:I will', ""CHI:I'm very upset"", 'MOT:what are you upset about', 'CHI:because Joanna was talking', ""CHI:is that good so it won't spill Mom""]",2.42,2-3,Evaluation
173,328,020716,childes/Eng-NA/Braunwald/0diary/020716,0,CHI,Target_Child,,,I not feeling good to go to market,,,['good'],"['CHI:show me', 'CHI:Grandma I got a message for you', ""MOT:okay thank_you I'll write it down"", ""MOT:what's it say"", 'CHI:dear Grandma thank you for the Santa_Barbara', 'CHI:I not feeling good to go to market']",2.58,2-3,Health
174,334,020801,childes/Eng-NA/Braunwald/0diary/020801,8,CHI,Target_Child,,,guy this tastes good tea,,,['good'],"['CHI:for Lorine', 'CHI:for happy_birthday Lorine', 'CHI:for Lorine', 'CHI:oh my tummy hurts badly', ""CHI:tea I'm a big girl to have tea"", 'CHI:guy this tastes good tea']",2.67,2-3,Taste
175,335,020809,childes/Eng-NA/Braunwald/0diary/020809,4,CHI,Target_Child,,,how_come you say good luck to Mom,,,['good'],"['CHI:see they look nicer', ""MOT:that's your voice Joanna"", 'CHI:which is my voice', ""MOT:well let's listen we'll hear"", 'FAT:good luck', 'CHI:how_come you say good luck to Mom']",2.67,2-3,Encouragement
176,340,020923,childes/Eng-NA/Braunwald/0diary/020923,0,CHI,Target_Child,,,Mommy I can't eat up too much stew because my throat doesn't work good,,,['good'],"[""CHI:I will be sure that they don't fight again"", 'MOT:okay', ""CHI:I'll be sure"", 'CHI:you stop that you doo_doo Peanuts', 'CHI:you stop that', ""CHI:Mommy I can't eat up too much stew because my throat doesn't work good""]",2.75,2-3,Health
177,347,021101,childes/Eng-NA/Braunwald/0diary/021101,2,CHI,Target_Child,,,we had a good weekend,,,['good'],"[""CHI:Sue I didn't wash behind my ears"", ""MOT:well that's alright"", ""CHI:and Joanna didn't either"", ""CHI:I'll see how many is left"", ""CHI:after a while I'm gonna go to sleep"", 'CHI:we had a good weekend']",2.92,2-3,Enjoyment
178,348,021101,childes/Eng-NA/Braunwald/0diary/021101,6,CHI,Target_Child,,,this is a good tootsie_roll,,,['good'],"[""CHI:after a while I'm gonna go to sleep"", 'CHI:we had a good weekend', 'MOT:who did you have a good weekend with', 'CHI:with Missus_Jordan', ""CHI:Missus_Jordan I'm gonna see what it looks like in it"", 'CHI:this is a good tootsie_roll']",2.92,2-3,Quality
179,351,021108,childes/Eng-NA/Braunwald/0diary/021108,27,CHI,Target_Child,,,I'm doing a good job,,,['good'],"[""CHI:I'm a big helper aren't I"", 'MOT:yes you are', ""CHI:I'm a big helper because I hafta put it in"", 'CHI:one at a time', 'CHI:one at a time', ""CHI:I'm doing a good job""]",2.92,2-3,Task
180,352,021116,childes/Eng-NA/Braunwald/0diary/021116,0,CHI,Target_Child,,,Mommy I didn't give you a good morning hug,,,['good'],"['MOT:because she comes from Japan', ""CHI:Daddy's gonna get my germs if he ate my apple"", ""MOT:that's right"", 'CHI:he did already', ""MOT:you're right he already ate your apple"", ""CHI:Mommy I didn't give you a good morning hug""]",2.92,2-3,Relationship
181,353,021117,childes/Eng-NA/Braunwald/0diary/021117,8,CHI,Target_Child,,,I am a very good folder,,,['good'],"[""CHI:I'm right"", 'CHI:did you ever see a big airplane', 'CHI:see how big it is', ""MOT:yes it's enormous"", 'CHI:oh no I hafta fold this', 'CHI:I am a very good folder']",2.92,2-3,Action
182,354,021123,childes/Eng-NA/Braunwald/0diary/021123,4,CHI,Target_Child,,,Mommy I hope she have a good breakfast to eat and a nice day,,,['good'],"[""CHI:I'm not tall enough to turn the light off aream"", 'CHI:I like your pimples', 'MOT:you like my pimples', ""MOT:I wish I didn't have them"", 'MOT:I got them from eating junk', 'CHI:Mommy I hope she have a good breakfast to eat and a nice day']",2.92,2-3,Wish
183,356,030000,childes/Eng-NA/Braunwald/0diary/030000,0,CHI,Target_Child,,,it's good,,,['good'],"[""CHI:hi Mommy you're the best"", 'MOT:well thank_you Laura', ""CHI:and Joanna's the best and Daddy"", ""CHI:and I'm the best"", ""CHI:I'll save a cup of lemonade for you Joanna"", ""CHI:it's good""]",3.0,3-4,Emotion.
184,357,030000,childes/Eng-NA/Braunwald/0diary/030000,1,CHI,Target_Child,,,it's good for me to eat,,,['good'],"['MOT:well thank_you Laura', ""CHI:and Joanna's the best and Daddy"", ""CHI:and I'm the best"", ""CHI:I'll save a cup of lemonade for you Joanna"", ""CHI:it's good"", ""CHI:it's good for me to eat""]",3.0,3-4,Taste
